trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
900,False,"{'a': 0.003, 'e': 0.0674074320054281}",30,20,17.841174532657206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.003, 'e': 0.06720551273974976}",25,11,10.925886106650752,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.003, 'e': 0.06700419832413973}",20,15,7.216727201218163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.003, 'e': 0.06680348694676687}",25,13,-40.64510068768212,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
904,False,"{'a': 0.003, 'e': 0.06660337680122747}",20,8,24.08419777389518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.003, 'e': 0.06640386608652883}",25,12,20.26411789320814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.003, 'e': 0.06620495300707324}",25,16,14.899924132796404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.003, 'e': 0.06600663577264156}",20,0,-29.643890907504538,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
908,False,"{'a': 0.003, 'e': 0.06580891259837739}",20,13,-0.6477041550294127,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.003, 'e': 0.0656117817047708}",25,9,12.840685646415158,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.003, 'e': 0.06541524131764247}",20,14,8.314964913273698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.003, 'e': 0.06521928966812753}",30,18,23.440658112952136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.003, 'e': 0.06502392499265983}",20,13,9.237362669496939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.003, 'e': 0.06482914553295596}",25,15,19.174182294532162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.003, 'e': 0.06463494953599953}",20,10,18.0401759511395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.003, 'e': 0.06444133525402518}",30,13,20.78383465736088,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.003, 'e': 0.06424830094450308}",25,9,28.929532751591726,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.003, 'e': 0.06405584487012317}",20,3,24.76527615060398,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.003, 'e': 0.0638639652987795}",20,16,8.601093230465793,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.003, 'e': 0.06367266050355457}",30,19,19.58997051063218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.003, 'e': 0.06348192876270395}",30,4,32.43101680434575,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.003, 'e': 0.0632917683596407}",20,14,13.610434952551245,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.003, 'e': 0.06310217758291994}",20,12,15.666019770393858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.003, 'e': 0.06291315472622334}",25,0,39.62623086832322,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
924,False,"{'a': 0.003, 'e': 0.06272469808834395}",20,11,18.711087891006002,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.003, 'e': 0.06253680597317074}",20,11,15.798398199512487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.003, 'e': 0.06234947668967343}",20,7,15.186188794665725,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.003, 'e': 0.062162708551887165}",20,12,14.814917932976558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.003, 'e': 0.061976499878897466}",25,13,22.685296193130362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.003, 'e': 0.061790848994825016}",25,14,19.383877198094886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.003, 'e': 0.061605754228810636}",20,8,22.610587041359846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.003, 'e': 0.06142121391500013}",35,21,27.66453731412045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.003, 'e': 0.061237226392529445}",25,3,32.56703872390087,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.003, 'e': 0.06105379000550965}",20,7,28.14613846342717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.003, 'e': 0.06087090310301205}",25,17,14.322705898976256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.003, 'e': 0.06068856403905322}",20,1,29.641608227659606,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.003, 'e': 0.06050677117258039}",25,13,-21.11639595469787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
937,False,"{'a': 0.003, 'e': 0.06032552286745654}",20,7,21.399664684987258,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.003, 'e': 0.06014481749244571}",35,21,27.209246763602547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.003, 'e': 0.05996465342119827}",30,19,22.02301492346427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.003, 'e': 0.059785029032236384}",25,11,25.84616716060078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.003, 'e': 0.05960594270893937}",25,20,10.658841105711337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.003, 'e': 0.05942739283952904}",25,14,21.402130616402616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.003, 'e': 0.0592493778170554}",25,9,29.76904279299324,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.003, 'e': 0.05907189603938205}",20,0,21.352567600316053,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
945,False,"{'a': 0.003, 'e': 0.05889494590917182}",20,12,12.812686830795274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.003, 'e': 0.058718525833872284}",30,12,19.92291227276419,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.003, 'e': 0.0585426342257016}",25,14,21.273259195117426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.003, 'e': 0.058367269501634116}",20,7,9.778161217336436,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.003, 'e': 0.05819243008338615}",25,13,9.291225305901941,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
950,False,"{'a': 0.003, 'e': 0.058018114397401704}",20,12,-27.399278677058618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
951,False,"{'a': 0.003, 'e': 0.057844320874838456}",25,11,24.159924253584542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.003, 'e': 0.057671047951553533}",20,15,9.59288957415378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.003, 'e': 0.057498294068089484}",20,15,10.87696142330456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.003, 'e': 0.05732605766966013}",20,14,2.0127772805637583,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.003, 'e': 0.05715433720613676}",20,8,16.790188313651374,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.003, 'e': 0.056983131132034036}",20,12,17.546570193627684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.003, 'e': 0.056812437906496156}",30,24,11.17841707012775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.003, 'e': 0.056642255993282896}",20,8,11.60994209133802,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.003, 'e': 0.05647258386075591}",25,14,18.190525032565667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.003, 'e': 0.05630341998186487}",20,13,11.800827647321906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.003, 'e': 0.056134762834133725}",20,6,25.629155787255296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.003, 'e': 0.05596661089964698}",20,14,9.64428734962597,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.003, 'e': 0.05579896266503611}",20,8,-42.208741147637824,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
964,False,"{'a': 0.003, 'e': 0.055631816621465865}",20,11,16.677888121695883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.003, 'e': 0.05546517126462075}",35,16,33.51259115195802,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.003, 'e': 0.05529902509469138}",25,9,27.08522506517578,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.003, 'e': 0.05513337661636114}",20,4,29.97246609047438,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.003, 'e': 0.054968224338792594}",20,16,7.631186913719705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.003, 'e': 0.054803566775614154}",35,18,30.522942927664623,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.003, 'e': 0.054639402444906594}",20,16,6.835213699630987,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.003, 'e': 0.05447572986918986}",25,9,31.07956207643653,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.003, 'e': 0.05431254757540965}",30,19,18.894954928177793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.003, 'e': 0.05414985409492427}",20,11,4.305879223638433,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.003, 'e': 0.05398764796349122}",25,8,26.43444282727234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.003, 'e': 0.05382592772125425}",20,8,20.63954789571981,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.003, 'e': 0.05366469191273011}",35,18,-7.656326248965827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
977,False,"{'a': 0.003, 'e': 0.05350393908679544}",25,11,14.19243579871872,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
978,False,"{'a': 0.003, 'e': 0.05334366779667368}",20,14,10.95953500772447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.003, 'e': 0.05318387659992216}",25,13,17.49959105498914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.003, 'e': 0.05302456405841903}",25,15,18.957355426696427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.003, 'e': 0.05286572873835037}",25,17,15.610991060926008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.003, 'e': 0.05270736921019717}",20,8,20.606234633122757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.003, 'e': 0.05254948404872264}",20,9,18.41879137387998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.003, 'e': 0.052392071832959276}",20,16,6.396002924800182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.003, 'e': 0.05223513114619603}",35,3,44.57547089250287,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",1
986,False,"{'a': 0.003, 'e': 0.05207866057596569}",25,14,19.10987019103904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.003, 'e': 0.05192265871403207}",20,8,2.5960393017776964,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.003, 'e': 0.051767124156377374}",20,16,6.476788693567496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.003, 'e': 0.05161205550318949}",25,0,40.20463461020957,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
990,False,"{'a': 0.003, 'e': 0.051457451358849514}",20,7,21.81627738462595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.003, 'e': 0.05130331033191911}",20,9,17.435324831215457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.003, 'e': 0.05114963103512801}",35,22,23.5037586991624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.003, 'e': 0.050996412085361466}",20,12,16.393843219280793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.003, 'e': 0.05084365210364792}",30,22,15.84510979470423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.003, 'e': 0.050691349715146494}",25,13,21.100459222195116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.003, 'e': 0.050539503549134696}",20,15,7.396987157109414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.003, 'e': 0.05038811223899596}",30,19,22.620194051698764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.003, 'e': 0.050237174422207494}",30,15,31.50106097282728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.003, 'e': 0.05008668874032793}",25,1,29.844435662101333,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.003, 'e': 0.049936653838985136}",25,20,8.391738836124528,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.003, 'e': 0.049787068367863944}",25,15,18.6076771174592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.003, 'e': 0.04963793098069413}",25,19,10.537320858793693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.003, 'e': 0.04948924033523819}",20,6,13.619061276883006,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1004,False,"{'a': 0.003, 'e': 0.04934099509327934}",35,15,35.90062908783497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.003, 'e': 0.04919319392060936}",25,12,19.819097238498447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.003, 'e': 0.04904583548701673}",20,4,16.573794921704756,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.003, 'e': 0.04889891846627454}",20,13,14.429139713875484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.003, 'e': 0.04875244153612863}",20,10,7.828449926860641,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1009,False,"{'a': 0.003, 'e': 0.048606403378285604}",20,12,15.864759415005402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.003, 'e': 0.048460802678401076}",20,10,16.17360953094571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.003, 'e': 0.04831563812606777}",30,12,24.24475363563032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.003, 'e': 0.048170908414803745}",25,19,9.364340068455421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.003, 'e': 0.048026612242040585}",20,14,12.117337937845829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.003, 'e': 0.04788274830911178}",30,20,20.502767942654668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.003, 'e': 0.047739315321240976}",25,2,20.376442256836892,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1016,False,"{'a': 0.003, 'e': 0.04759631198753032}",20,8,13.62107092407692,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1017,False,"{'a': 0.003, 'e': 0.0474537370209488}",30,15,28.318054567429723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.003, 'e': 0.047311589138320786}",20,11,18.956132501030147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.003, 'e': 0.04716986706031437}",20,14,11.814782440718599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.003, 'e': 0.04702856951142992}",20,0,12.44396169087994,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1021,False,"{'a': 0.003, 'e': 0.046887695219988486}",25,17,11.550903772998229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.003, 'e': 0.046747242918120525}",30,11,-0.6102640426950643,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1023,False,"{'a': 0.003, 'e': 0.04660721134175438}",25,3,33.04391240168345,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.003, 'e': 0.04646759923060492}",25,9,28.930963027860727,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.003, 'e': 0.046328405328162174}",20,0,29.874438157057533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1026,False,"{'a': 0.003, 'e': 0.0461896283816801}",20,13,14.831368925314594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.003, 'e': 0.046051267142165266}",20,6,22.521760610268338,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.003, 'e': 0.04591332036436553}",35,13,-5.302234326829561,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1029,False,"{'a': 0.003, 'e': 0.04577578680675899}",20,11,19.00018492331299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.003, 'e': 0.0456386652315427}",25,11,24.434812120769774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.003, 'e': 0.04550195440462157}",20,6,24.95933876443835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.003, 'e': 0.0453656530955972}",25,8,-16.275074839958343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1033,False,"{'a': 0.003, 'e': 0.04522976007775692}",25,5,37.19904705386065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.003, 'e': 0.04509427412806263}",25,13,23.583425947155476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.003, 'e': 0.0449591940271399}",20,2,6.496878683887524,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1036,False,"{'a': 0.003, 'e': 0.04482451855926687}",20,10,17.578377292130714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.003, 'e': 0.04469024651236344}",35,27,12.154551259583497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.003, 'e': 0.04455637667798028}",20,14,10.506946795525664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.003, 'e': 0.044422907851287996}",25,13,17.535444871404362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.003, 'e': 0.044289838831066214}",25,13,7.408442315922657,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.003, 'e': 0.04415716841969286}",30,15,26.80541808009872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.003, 'e': 0.04402489542313335}",30,16,23.0217438549556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.003, 'e': 0.04389301865092984}",25,15,16.778234872741013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.003, 'e': 0.04376153691619043}",25,15,19.266346927143637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.003, 'e': 0.043630449035578674}",20,2,30.868294600849747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.003, 'e': 0.04349975382930273}",20,7,21.004078872911712,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.003, 'e': 0.04336945012110491}",25,15,17.932093934724502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.003, 'e': 0.043239536738250886}",25,16,14.12028312264983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.003, 'e': 0.043110012511519386}",20,10,17.136840284847693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.003, 'e': 0.042980876275191475}",20,5,25.318184393288053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.003, 'e': 0.04285212686704019}",20,16,8.98368947209074,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.003, 'e': 0.04272376312831993}",20,14,12.991894313254479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.003, 'e': 0.042595783903756214}",25,13,23.037152464033383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.003, 'e': 0.042468188041535154}",20,11,18.38571895863207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.003, 'e': 0.042340974393293145}",20,13,10.721404174623412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.003, 'e': 0.042214141814106466}",25,5,37.8450887830907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.003, 'e': 0.042087689162481054}",20,12,13.04149960364025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.003, 'e': 0.041961615300342196}",20,3,25.391902595398122,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.003, 'e': 0.0418359190930243}",20,9,22.167739902897157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.003, 'e': 0.04171059940926062}",25,3,30.335850885158198,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1061,False,"{'a': 0.003, 'e': 0.04158565512117316}",20,9,21.310167920390054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.003, 'e': 0.0414610851042625}",25,18,14.224636852452955,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.003, 'e': 0.041336888237397666}",30,18,24.363825421763433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.003, 'e': 0.04121306340280596}",20,14,10.471164770433973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.003, 'e': 0.04108960948606308}",20,8,20.434388543385527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.003, 'e': 0.040966525376082925}",20,14,9.873716488504087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.003, 'e': 0.0408438099651077}",20,5,28.530967722291983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.003, 'e': 0.04072146214869783}",20,0,29.823411156817677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1069,False,"{'a': 0.003, 'e': 0.04059948082572218}",25,4,36.19462863812497,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.003, 'e': 0.040477864898348016}",20,13,11.195165276237125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.003, 'e': 0.04035661327203115}",20,13,12.6338755888789,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.003, 'e': 0.04023572485550614}",20,7,10.495357712909758,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1073,False,"{'a': 0.003, 'e': 0.040115198560776416}",25,19,9.731973893593254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.003, 'e': 0.03999503330310454}",25,12,28.535239937042636,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.003, 'e': 0.039875228001002336}",30,7,38.91157051102695,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.003, 'e': 0.039755781576221304}",30,21,16.365329110737598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.003, 'e': 0.0396366929537428}",30,16,24.96666270155965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.003, 'e': 0.039517961061768456}",20,0,31.670873240505582,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1079,False,"{'a': 0.003, 'e': 0.03939958483171039}",25,15,21.475463349949298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.003, 'e': 0.03928156319818176}",20,14,9.44578294563235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.003, 'e': 0.039163895098987066}",25,12,26.20702447989488,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.003, 'e': 0.039046579475112635}",20,11,14.834243924607584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.003, 'e': 0.038929615270717026}",30,0,43.410632017583474,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
