trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
488,False,"{'a': 0.003, 'e': 0.23200415453447004}",30,12,-16.563403008984675,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
489,False,"{'a': 0.003, 'e': 0.23130918504632592}",20,5,23.236091188882842,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.003, 'e': 0.2306162973424085}",25,18,2.944525285611573,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.003, 'e': 0.22992548518672384}",20,3,-12.26784219984965,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.003, 'e': 0.22923674236195785}",20,2,12.910529137263996,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.003, 'e': 0.2285500626694205}",30,16,-7.331915015552017,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
494,False,"{'a': 0.003, 'e': 0.22786543992898983}",30,13,21.467728346654955,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.003, 'e': 0.22718286797905665}",30,4,-28.98880977059944,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
496,False,"{'a': 0.003, 'e': 0.22650234067646874}",20,8,-21.844091422173477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.003, 'e': 0.22582385189647586}",20,10,8.386888938550197,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.003, 'e': 0.22514739553267432}",25,15,18.544427178685684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.003, 'e': 0.22447296549695234}",20,12,1.6347644902517402,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.003, 'e': 0.223800555719435}",20,0,16.983392671667012,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
501,False,"{'a': 0.003, 'e': 0.22313016014842982}",20,9,8.631141272298262,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.003, 'e': 0.22246177275037207}",20,6,11.42718395145115,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.003, 'e': 0.22179538750977074}",30,7,18.723521070142617,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
504,False,"{'a': 0.003, 'e': 0.22113099842915407}",30,24,10.503163103083544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.003, 'e': 0.22046859952901593}",25,0,-5.275199710356404,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
506,False,"{'a': 0.003, 'e': 0.21980818484776168}",20,0,-31.432553074420817,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
507,False,"{'a': 0.003, 'e': 0.2191497484416548}",25,0,19.291773171693038,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.003, 'e': 0.21849328438476312}",25,15,16.180244374436086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.003, 'e': 0.21783878676890578}",25,0,-5.661706435085126,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
510,False,"{'a': 0.003, 'e': 0.21718624970359973}",35,26,17.035152301026706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.003, 'e': 0.21653566731600707}",20,9,-29.074760508010502,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.003, 'e': 0.2158870337508818}",25,16,20.435417574161153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.003, 'e': 0.21524034317051757}",25,13,11.368889360491913,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.003, 'e': 0.21459558975469478}",25,16,20.19378639005627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.003, 'e': 0.21395276770062824}",25,3,-84.84596411673299,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
516,False,"{'a': 0.003, 'e': 0.21331187122291523}",20,4,-66.81294991376686,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
517,False,"{'a': 0.003, 'e': 0.21267289455348304}",20,0,-25.83409995755615,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
518,False,"{'a': 0.003, 'e': 0.2120358319415374}",20,1,-25.604018988043233,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
519,False,"{'a': 0.003, 'e': 0.21140067765351048}",20,8,2.101545262086696,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.003, 'e': 0.2107674259730094}",25,19,3.7160889660690577,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.003, 'e': 0.21013607120076472}",20,15,-2.350531129613164,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.003, 'e': 0.20950660765457932}",20,0,21.110683035051004,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.003, 'e': 0.20887902966927693}",20,0,17.65635211835495,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
524,False,"{'a': 0.003, 'e': 0.20825333159665155}",25,19,12.241243030144439,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.003, 'e': 0.2076295078054162}",25,16,17.906679646241543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.003, 'e': 0.20700755268115265}",20,8,12.682080514203351,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.003, 'e': 0.20638746062626045}",25,8,18.88444976935397,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.003, 'e': 0.20576922605990708}",20,12,2.82607992828107,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.003, 'e': 0.20515284341797715}",20,10,18.648451850728065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.003, 'e': 0.2045383071530228}",20,11,18.78887098765557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.003, 'e': 0.20392561173421342}",20,14,-10.104771399363374,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
532,False,"{'a': 0.003, 'e': 0.20331475164728618}",20,13,12.382674062310357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.003, 'e': 0.2027057213944961}",20,0,-34.62693860134589,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
534,False,"{'a': 0.003, 'e': 0.2020985154945669}",25,16,3.508987396171027,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.003, 'e': 0.20149312848264125}",25,12,23.540110320921293,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.003, 'e': 0.20088955491023208}",20,7,23.82073026031131,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.003, 'e': 0.20028778934517305}",20,0,29.208837841336493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.003, 'e': 0.19968782637157012}",25,15,6.062298840685923,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.003, 'e': 0.1990896605897524}",20,4,5.224044132667102,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
540,False,"{'a': 0.003, 'e': 0.19849328661622387}",20,7,3.6240574203462677,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.003, 'e': 0.19789869908361465}",25,12,7.888202516514956,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.003, 'e': 0.19730589264063308}",25,15,20.734740134067483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.003, 'e': 0.19671486195201704}",25,0,6.851241485130652,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
544,False,"{'a': 0.003, 'e': 0.19612560169848642}",20,16,8.83747997460348,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.003, 'e': 0.1955381065766949}",25,13,21.46563161537111,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.003, 'e': 0.1949523712991825}",25,20,7.100688105443413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.003, 'e': 0.19436839059432767}",20,8,10.047164184397257,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.003, 'e': 0.1937861592063002}",20,11,-34.23474446911262,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
549,False,"{'a': 0.003, 'e': 0.19320567189501364}",20,0,20.444978033517373,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.003, 'e': 0.19262692343607832}",20,3,4.400899296210131,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.003, 'e': 0.19204990862075408}",25,10,25.80377724899657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.003, 'e': 0.19147462225590384}",25,9,22.226973101010422,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.003, 'e': 0.19090105916394629}",20,7,12.101458674205045,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.003, 'e': 0.19032921418280985}",20,6,8.838745107739843,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.003, 'e': 0.18975908216588572}",25,0,15.632840923462018,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
556,False,"{'a': 0.003, 'e': 0.18919065798198204}",20,1,-0.14705073660530243,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
557,False,"{'a': 0.003, 'e': 0.1886239365152772}",25,11,-29.16660969888143,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.003, 'e': 0.18805891266527416}",25,4,1.8510200571670643,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.003, 'e': 0.18749558134675456}",25,7,31.5698903590749,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.003, 'e': 0.18693393748973264}",25,14,16.162631639312956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.003, 'e': 0.18637397603940997}",25,16,5.1738707805139805,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.003, 'e': 0.18581569195612965}",30,5,18.96221378388795,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.003, 'e': 0.18525908021533122}",20,10,-35.02717470967327,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
564,False,"{'a': 0.003, 'e': 0.1847041358075052}",20,13,-8.677313670684416,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
565,False,"{'a': 0.003, 'e': 0.1841508537381482}",20,10,16.33280068415292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.003, 'e': 0.18359922902771786}",20,15,8.67848045060457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.003, 'e': 0.18304925671158812}",25,7,30.823031014229986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.003, 'e': 0.1825009318400043}",20,0,-98.33686073697909,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
569,False,"{'a': 0.003, 'e': 0.18195424947803895}",20,6,-20.899292099874963,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
570,False,"{'a': 0.003, 'e': 0.18140920470554706}",25,19,10.444919270639682,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.003, 'e': 0.1808657926171221}",30,16,1.7179744945586286,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
572,False,"{'a': 0.003, 'e': 0.18032400832205148}",25,6,36.41978448957214,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.003, 'e': 0.17978384694427296}",20,7,-19.059884943594582,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
574,False,"{'a': 0.003, 'e': 0.1792453036223305}",20,5,27.43531959265819,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.003, 'e': 0.17870837350933053}",25,14,12.02463569498413,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.003, 'e': 0.1781730517728984}",20,13,12.795850304387168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.003, 'e': 0.17763933359513495}",25,15,-0.8376557057232596,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
578,False,"{'a': 0.003, 'e': 0.17710721417257289}",30,4,21.621254855523805,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.003, 'e': 0.17657668871613388}",20,8,11.878549071247708,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.003, 'e': 0.17604775245108517}",25,15,-8.414353623740405,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
581,False,"{'a': 0.003, 'e': 0.17552040061699686}",20,10,8.631963094431658,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.003, 'e': 0.17499462846769887}",20,14,9.97126539010993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.003, 'e': 0.17447043127123832}",20,11,-20.15020710758856,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
584,False,"{'a': 0.003, 'e': 0.17394780430983683}",25,13,22.955758766881015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.003, 'e': 0.17342674287984836}",20,14,12.132632570994938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.003, 'e': 0.17290724229171636}",35,13,19.996604976689458,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.003, 'e': 0.17238929786993218}",20,10,12.782265097953356,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.003, 'e': 0.1718729049529924}",20,15,8.570753893633409,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.003, 'e': 0.17135805889335737}",20,14,10.118862277785762,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.003, 'e': 0.170844755057409}",30,16,0.8141690421609311,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
591,False,"{'a': 0.003, 'e': 0.17033298882540943}",25,17,5.23083801058413,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.003, 'e': 0.16982275559145898}",25,14,20.152694924247502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.003, 'e': 0.16931405076345518}",20,12,-10.017836205703036,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
594,False,"{'a': 0.003, 'e': 0.1688068697630511}",25,13,14.53874035817734,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.003, 'e': 0.16830120802561438}",20,12,17.644642363050753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.003, 'e': 0.16779706100018585}",20,16,8.689245439485987,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.003, 'e': 0.167294424149439}",25,17,0.7398700707022652,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.003, 'e': 0.16679329294963874}",25,16,17.856814967962208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.003, 'e': 0.16629366289060088}",20,10,18.04401732615577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.003, 'e': 0.16579552947565152}",30,7,-23.96198909018572,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 0}",1
601,False,"{'a': 0.003, 'e': 0.16529888822158653}",20,7,20.27951444083086,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.003, 'e': 0.16480373465863135}",30,8,25.61606086885913,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.003, 'e': 0.16431006433040046}",20,13,11.917053762937451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.003, 'e': 0.16381787279385768}",25,14,6.930566138656031,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.003, 'e': 0.1633271556192758}",20,6,21.43960641621073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.003, 'e': 0.16283790839019696}",20,2,-16.07491069149596,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
607,False,"{'a': 0.003, 'e': 0.16235012670339277}",25,11,-5.3134486011489805,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
608,False,"{'a': 0.003, 'e': 0.16186380616882481}",20,14,7.4766867047989525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.003, 'e': 0.16137894240960493}",20,6,27.133891345657037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.003, 'e': 0.16089553106195606}",30,12,-32.80179243326747,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
611,False,"{'a': 0.003, 'e': 0.16041356777517274}",20,8,-26.851895723024064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.003, 'e': 0.15993304821158225}",20,11,3.4222676423271245,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.003, 'e': 0.15945396804650516}",20,12,-15.031651514431276,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
614,False,"{'a': 0.003, 'e': 0.15897632296821687}",25,3,19.583322052498968,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.003, 'e': 0.1585001086779083}",25,0,0.11544306772338397,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
616,False,"{'a': 0.003, 'e': 0.1580253208896478}",20,2,25.919095459536855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.003, 'e': 0.15755195533034191}",20,0,29.401369199247384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.003, 'e': 0.1570800077396975}",20,12,11.300825356333078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.003, 'e': 0.156609473870183}",20,1,8.75710109484041,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.003, 'e': 0.15614034948699052}",25,16,13.776125943440805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.003, 'e': 0.1556726303679973}",25,20,8.122435111390082,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.003, 'e': 0.15520631230372822}",25,12,13.738834389794722,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.003, 'e': 0.1547413910973175}",20,14,7.723188344292464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.003, 'e': 0.15427786256447115}",20,3,18.29123027777358,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.003, 'e': 0.15381572253342926}",30,17,13.630134365733424,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.003, 'e': 0.15335496684492847}",20,8,13.182769653229961,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.003, 'e': 0.15289559135216438}",30,8,-30.35241439786343,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
628,False,"{'a': 0.003, 'e': 0.15243759192075454}",25,12,24.526026963082096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.003, 'e': 0.1519809644287009}",25,15,17.860639667476327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.003, 'e': 0.15152570476635302}",20,0,25.605067384841345,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
631,False,"{'a': 0.003, 'e': 0.15107180883637084}",20,4,22.491696643282122,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.003, 'e': 0.15061927255368793}",20,16,8.546390963597622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.003, 'e': 0.15016809184547464}",30,12,26.497268822250643,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.003, 'e': 0.14971826265110164}",20,11,18.404394900632706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.003, 'e': 0.14926978092210305}",35,22,20.047372523786578,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.003, 'e': 0.14882264262214037}",35,18,12.863395556238993,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.003, 'e': 0.14837684372696583}",20,14,0.8079589448229472,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.003, 'e': 0.1479323802243864}",20,12,-4.945906898493503,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
639,False,"{'a': 0.003, 'e': 0.14748924811422748}",25,11,4.814571387892283,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
640,False,"{'a': 0.003, 'e': 0.1470474434082972}",20,10,16.87987884406579,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.003, 'e': 0.14660696213035015}",30,13,33.6694254265154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.003, 'e': 0.14616780031605184}",35,10,0.5493811283494776,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
643,False,"{'a': 0.003, 'e': 0.14572995401294303}",20,16,7.680644303653006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.003, 'e': 0.145293419280404}",25,15,11.958879244489495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.003, 'e': 0.14485819218961926}",35,24,-2.2152448815702614,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
646,False,"{'a': 0.003, 'e': 0.14442426882354198}",30,1,15.58658414196233,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.003, 'e': 0.143991645276859}",20,4,25.456710055801143,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.003, 'e': 0.14356031765595542}",25,5,20.831492472447977,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.003, 'e': 0.14313028207887982}",35,22,25.46379157913604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.003, 'e': 0.14270153467530902}",25,14,-29.484051410181866,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
651,False,"{'a': 0.003, 'e': 0.1422740715865136}",30,15,25.54824586091624,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.003, 'e': 0.14184788896532272}",20,10,16.251173853618617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.003, 'e': 0.14142298297609007}",30,12,8.675838292738248,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.003, 'e': 0.14099934979465875}",25,13,23.54047396848299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.003, 'e': 0.1405769856083274}",25,15,18.53809823865601,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.003, 'e': 0.14015588661581535}",20,13,9.458711676708829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.003, 'e': 0.13973604902722894}",20,15,10.129960271492621,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.003, 'e': 0.13931746906402698}",25,15,-9.394281245410028,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 0.003, 'e': 0.138900142958987}",20,9,21.76615958117705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.003, 'e': 0.13848406695617121}",20,5,13.166924928463997,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.003, 'e': 0.13806923731089282}",20,16,7.663811331179508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.003, 'e': 0.13765565028968216}",25,14,13.485596375656755,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.003, 'e': 0.13724330217025332}",25,11,24.8176015304755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.003, 'e': 0.13683218924147036}",30,17,25.233288592433112,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.003, 'e': 0.13642230780331424}",30,7,13.760256104750898,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.003, 'e': 0.13601365416684916}",30,10,39.70104297173977,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.003, 'e': 0.1356062246541897}",20,14,12.280274703528615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.003, 'e': 0.13520001559846748}",25,14,22.677402811380883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.003, 'e': 0.1347950233437982}",20,12,12.5970098265471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.003, 'e': 0.1343912442452489}",20,13,14.875354061272272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.003, 'e': 0.13398867466880493}",20,3,25.259388262186384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.003, 'e': 0.13358731099133747}",25,14,22.613812686890896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
